Latitude,Longitude,Class,ClassCode
25.61376983,78.85873675,Field Pea,3
25.61578,78.86345744,Mustard,2
25.61551304,78.86401936,Mustard,2
25.62145144,78.86892512,Settlements,7
25.62229941,78.86997085,Settlements,7
25.62683574,78.86921078,Field Pea,3
25.62809963,78.8720338,Wheat,1
25.63265296,78.87196641,Field Pea,3
25.63325148,78.87220647,Wheat,1
25.63389926,78.87238953,Wheat,1
25.63444063,78.87308255,Mustard,2
25.6361515,78.87439549,Field Pea,3
25.63628994,78.87410045,Gram,4
25.63674849,78.87392275,Field Pea,3
25.63723363,78.87479447,Field Pea,3
25.63755796,78.87433682,Field Pea,3
25.64282184,78.8768648,Wheat,1
25.6444398,78.87714509,Wheat,1
25.65386027,78.8822205,Field Pea,3
25.65535205,78.88572145,Mustard,2
25.65585495,78.88859745,Wheat,1
25.65724426,78.88729692,Field Pea,3
25.65944197,78.88918988,Field Pea,3
25.66041992,78.8898487,Wheat,1
25.6607448,78.89031775,Wheat,1
25.66186478,78.8917866,Wheat,1
25.6625529,78.89053602,Field Pea,3
25.66408658,78.89014442,Field Pea,3
25.66357374,78.89077138,Field Pea,3
25.66464565,78.89104798,Field Pea,3
25.66830372,78.89367588,Gram,4
25.66909847,78.89508806,Field Pea,3
25.67010415,78.8957281,Wheat,1
25.67213693,78.89747523,Wheat,1
25.67475499,78.89650628,Field Pea,3
25.67536629,78.89907651,Wheat,1
25.67631329,78.89761772,Field Pea,3
25.67707687,78.89976081,Wheat,1
25.68512575,78.90371371,Settlements,7
25.6862316,78.90339218,Settlements,7
25.6898603,78.90952639,Wheat,1
25.69256378,78.91119741,Field Pea,3
25.69742281,78.91439024,Wheat,1
25.69784215,78.91514931,Gram,4
25.70027536,78.9171784,Field Pea,3
25.7013995,78.91932651,Wheat,1
25.70220159,78.92185852,Field Pea,3
25.70376799,78.92099384,Wheat,1
25.70357011,78.92310038,Field Pea,3
25.70368884,78.92392047,Field Pea,3
25.70726293,78.92502017,Gram,4
25.7068255,78.92692588,Field Pea,3
25.70765112,78.92746635,Field Pea,3
25.70850422,78.92821368,Wheat,1
25.71001888,78.93064175,Field Pea,3
25.71205853,78.9302991,Wheat,1
25.71242918,78.93371556,Gram,4
25.71330732,78.93547274,Field Pea,3
25.71328497,78.93602662,Field Pea,3
25.71540824,78.93918961,Field Pea,3
25.71400058,78.94120932,Wheat,1
25.71659598,78.94402832,Mustard,2
25.71556169,78.94830845,Mustard,2
25.71564899,78.94910775,Field Pea,3
25.71752634,78.95269688,Field Pea,3
25.71851107,78.9522104,Field Pea,3
25.71871647,78.95428844,Wheat,1
25.71969183,78.9614268,Field Pea,3
25.7220669,78.9618583,Wheat,1
25.72990644,78.96694209,Wheat,1
25.73047849,78.9676968,Wheat,1
25.73016317,78.96845989,Wheat,1
25.73236799,78.96863423,Wheat,1
25.74557854,78.96771658,Wheat,1
25.74514034,78.96672718,Wheat,1
25.74487519,78.96928098,Field Pea,3
25.75050365,78.97314705,Wheat,1
25.75250124,78.97492368,Field Pea,3
25.75311667,78.97545677,Field Pea,3
25.75537995,78.97849202,Wheat,1
25.75627709,78.97918336,Field Pea,3
25.76063832,78.9818706,Wheat,1
25.76065372,78.98541413,Settlements,7
25.76508634,78.98980524,Field Pea,3
25.76585026,78.99023306,Wheat,1
25.76763321,78.98919336,Wheat,1
25.76929205,78.99118725,Field Pea,3
25.77011149,78.99189401,Field Pea,3
25.77090648,78.99237715,Field Pea,3
25.77166251,78.99507176,Mustard,2
25.77177663,78.99294846,Field Pea,3
25.77281737,78.99412863,Field Pea,3
25.77409843,78.99503589,Field Pea,3
25.78215946,79.0041668,Gram,4
25.78538522,79.00660794,Field Pea,3
25.78633196,79.00714371,Field Pea,3
25.78740577,79.00632061,Field Pea,3
25.79215407,79.00939107,Wheat,1
25.79270227,79.00821894,Wheat,1
25.79910213,79.01538949,Field Pea,3
25.79742047,79.01827019,Wheat,1
25.8012127,79.01831042,Wheat,1
25.80142701,79.01942756,Wheat,1
25.8035475,79.02147744,Wheat,1
25.80223175,79.02366981,Wheat,1
25.80542618,79.02523622,Field Pea,3
25.80667399,79.03163195,Field Pea,3
25.80804825,79.03653771,Wheat,1
25.81010886,79.03939191,Field Pea,3
25.81459939,79.04560659,Wheat,1
25.81645707,79.04790491,Field Pea,3
25.81566541,79.0477071,Field Pea,3
25.81923463,79.05213945,Wheat,1
25.82278201,79.0548981,Wheat,1
25.82430064,79.05545164,Field Pea,3
25.83249616,79.05983672,Field Pea,3
25.83373433,79.06175952,Wheat,1
25.83649458,79.06602055,Field Pea,3
25.83710323,79.06654727,Field Pea,3
25.8381256,79.06616874,Field Pea,3
25.83926925,79.06936962,Field Pea,3
25.84145575,79.07253664,Wheat,1
25.84569617,79.07794263,Settlements,7
25.85100424,79.077028,Field Pea,3
25.85116807,79.07603424,Wheat,1
25.85110079,79.07555077,Wheat,1
25.85244135,79.07532547,Field Pea,3
25.85318237,79.07492615,Wheat,1
25.85614402,79.07423582,Mustard,2
25.85893724,79.07454528,Field Pea,3
25.8582937,79.0737547,Wheat,1
25.85901779,79.07569293,Wheat,1
25.86032718,79.07499421,Field Pea,3
25.86203691,79.07590181,Field Pea,3
25.861537,79.07653112,Wheat,1
25.86371705,79.07727007,Field Pea,3
25.86397772,79.07582738,Wheat,1
25.86517573,79.07621831,Field Pea,3
25.86651432,79.07658678,Field Pea,3
25.86680907,79.07567918,Field Pea,3
25.86777506,79.07648619,Field Pea,3
25.86894679,79.07742597,Field Pea,3
25.87000658,79.07694083,Field Pea,3
25.86838264,79.07557826,Wheat,1
25.86947925,79.07576032,Field Pea,3
25.87079758,79.07414496,Wheat,1
25.87347521,79.07522187,Wheat,1
25.87184649,79.07642048,Wheat,1
25.87461491,79.07599032,Field Pea,3
25.87580557,79.07682516,Field Pea,3
25.87641252,79.07837581,Field Pea,3
25.87742247,79.07908626,Field Pea,3
25.87851175,79.07814045,Field Pea,3
25.87783303,79.07778136,Field Pea,3
25.88017778,79.08015646,Field Pea,3
25.87917781,79.08257648,Wheat,1
25.87799743,79.08236794,Wheat,1
25.8772454,79.08392765,Field Pea,3
25.87786651,79.0846676,Gram,4
25.87984657,79.08757411,Wheat,1
25.88021398,79.08808574,Wheat,1
25.8807654,79.08766061,Field Pea,3
25.88147186,79.08766564,Wheat,1
25.8824501,79.08696458,Field Pea,3
25.8840117,79.08559598,Field Pea,3
25.88445542,79.08694915,Wheat,1
25.88546108,79.08513967,Wheat,1
25.88584929,79.08665109,Field Pea,3
25.8865349,79.0870494,Field Pea,3
25.88688661,79.08495057,Wheat,1
25.88841196,79.08659577,Wheat,1
25.89059634,79.0862387,Wheat,1
25.89505698,79.0926294,Settlements,7
25.89973068,79.09282286,Gram,4
25.90042074,79.09350984,Field Pea,3
25.89986218,79.09477081,Field Pea,3
25.90144557,79.09542393,Wheat,1
25.90260641,79.09572702,Field Pea,3
25.90382907,79.09440134,Wheat,1
25.90460415,79.09638382,Field Pea,3
25.90592661,79.09507088,Field Pea,3
25.90827201,79.0961042,Field Pea,3
25.9090139,79.09633756,Wheat,1
25.90897439,79.09762971,Wheat,1
25.90985348,79.09898188,Wheat,1
25.9106795,79.09709293,Field Pea,3
25.91171962,79.097737,Field Pea,3
25.91379139,79.09875926,Field Pea,3
25.91359778,79.1005788,Field Pea,3
25.91509474,79.101073,Field Pea,3
25.91820229,79.1013496,Field Pea,3
25.92026279,79.10418101,Wheat,1
25.9239175,79.10367206,Settlements,7
25.92266551,79.10603508,Field Pea,3
25.92521924,79.10734802,Wheat,1
25.92678571,79.106539,Field Pea,3
25.92729952,79.10835486,Wheat,1
25.92862262,79.1092363,Mustard,2
25.93073842,79.10866097,Field Pea,3
25.93361731,79.11034673,Field Pea,3
25.93472869,79.11089156,Field Pea,3
25.9353501,79.11098745,Gram,4
25.93658146,79.11181089,Field Pea,3
25.93784628,79.11253441,Wheat,1
25.9395778,79.11535375,Field Pea,3
25.9405447,79.11565248,Wheat,1
25.94118418,79.11414374,Field Pea,3
25.94164727,79.11671631,Wheat,1
25.94394764,79.11472812,Field Pea,3
25.94502455,79.11662746,Field Pea,3
25.94563777,79.11879838,Field Pea,3
25.94652051,79.11765039,Field Pea,3
25.94786662,79.11808826,Field Pea,3
25.9500493,79.12105814,Field Pea,3
25.94937701,79.11905821,Gram,4
25.95404253,79.12305404,Wheat,1
25.95547175,79.12428483,Field Pea,3
25.95726421,79.12361663,Field Pea,3
25.95785476,79.12529569,Field Pea,3
25.95905514,79.12604135,Field Pea,3
25.96105282,79.12562795,Field Pea,3
25.96369555,79.12679438,Wheat,1
25.96299019,79.12876647,Field Pea,3
25.96672285,79.1303882,Field Pea,3
25.97160982,79.13377818,Wheat,1
25.9745266,79.13677957,Wheat,1
25.99020608,79.14693743,Settlements,7
25.99139769,79.14499652,Settlements,7
25.99198656,79.14789733,Settlements,7
25.9957632,79.15091012,Settlements,7
26.01169476,79.15707886,Open Forest,10
26.01370451,79.15930208,Wheat,1
26.0164482,79.16223574,Wheat,1
26.01919152,79.16233767,Mustard,2
26.02508169,79.16662384,Wheat,1
26.02856473,79.16795857,Field Pea,3
26.02996533,79.16870825,Field Pea,3
26.03155692,79.16752741,Field Pea,3
26.03561486,79.17026896,Wheat,1
26.03947113,79.16922089,Field Pea,3
26.04186539,79.17209152,Field Pea,3
26.04281579,79.17109106,Field Pea,3
26.04360411,79.17374644,Mustard,2
26.04582809,79.17291965,Gram,4
26.04631126,79.17166773,Gram,4
26.04700347,79.17615306,Field Pea,3
26.04764206,79.17439722,Wheat,1
26.04854211,79.17502552,Gram,4
26.05076117,79.17945318,Field Pea,3
26.05180186,79.18029003,Field Pea,3
26.05447297,79.18131966,Wheat,1
26.05954695,79.18407932,Field Pea,3
26.06093152,79.18416917,Field Pea,3
26.06135408,79.18302856,Field Pea,3
26.06218024,79.18443404,Field Pea,3
26.06314583,79.18459699,Wheat,1
26.0648231,79.18360725,Field Pea,3
26.06576699,79.18389659,Field Pea,3
26.06467582,79.18410547,Gram,4
26.07100039,79.18615367,Mustard,2
26.07271941,79.1890109,Field Pea,3
26.07503559,79.19033557,Wheat,1
26.07564542,79.18899212,Wheat,1
26.07676238,79.18954834,Field Pea,3
26.08218109,79.19342648,Wheat,1
26.08426552,79.19245183,Wheat,1
26.08468318,79.19504218,Wheat,1
26.08627884,79.19608589,Field Pea,3
26.08864654,79.19752657,Wheat,1
26.08931924,79.19815019,Wheat,1
26.0913409,79.19831883,Wheat,1
26.09278381,79.20091789,Wheat,1
26.09411198,79.20033183,Wheat,1
26.09523629,79.20270324,Field Pea,3
26.09618987,79.20342442,Field Pea,3
26.09853208,79.20252152,Wheat,1
26.1150864,79.20499619,Field Pea,3
26.11667381,79.202202,Wheat,1
26.11731474,79.20279711,Wheat,1
26.12119029,79.20183487,Wheat,1
26.12421684,79.20117304,Wheat,1
26.12513014,79.20015413,Wheat,1
26.13478715,79.1912663,Wheat,1
26.13535603,79.1884017,Wheat,1
26.14013936,79.18258365,Wheat,1
26.14325571,79.18147121,Mustard,2
26.14082259,79.18150138,Wheat,1
26.14424471,79.1801301,Field Pea,3
26.14379656,79.17735402,Wheat,1
26.14595001,79.17739458,Wheat,1
26.14490956,79.17609707,Wheat,1
26.14649236,79.17644709,Field Pea,3
26.14704252,79.17533129,Field Pea,3
26.14999978,79.17168181,Wheat,1
26.14987638,79.16985154,Field Pea,3
26.15140765,79.1697171,Wheat,1
26.15211309,79.16889165,Field Pea,3
26.15211098,79.16672878,Field Pea,3
25.90422144,79.27674294,Wheat,1
25.90284889,79.27620448,Field Pea,3
25.90735491,79.27856147,Wheat,1
25.91038637,79.28139087,Wheat,1
25.91038787,79.28671002,Water,11
25.91755425,79.28895168,Wheat,1
25.91926496,79.2893701,Wheat,1
25.9233099,79.29057609,Field Pea,3
25.92576291,79.28909451,Wheat,1
25.92547494,79.29093383,Wheat,1
25.92679325,79.29206405,Field Pea,3
25.92937523,79.2931433,Field Pea,3
25.93647955,79.2918716,Wheat,1
25.93928233,79.29295521,Wheat,1
25.93929439,79.29078497,Field Pea,3
25.94177932,79.2912956,Field Pea,3
25.94350627,79.2917509,Field Pea,3
25.94612678,79.29263402,Wheat,1
25.95302359,79.29641459,Settlements,7
25.9569088,79.29319527,Field Pea,3
25.95873258,79.29315772,Wheat,1
25.96012588,79.29338537,Field Pea,3
25.96170786,79.29291096,Wheat,1
25.96052107,79.29579768,Field Pea,3
25.962992,79.29481667,Field Pea,3
25.97053527,79.29246068,Wheat,1
25.96953696,79.29434493,Wheat,1
25.97615269,79.29187261,Wheat,1
25.97725643,79.29364957,Wheat,1
25.97827999,79.2920151,Mustard,2
25.97983249,79.29324556,Wheat,1
25.98117339,79.29282211,Wheat,1
25.99090556,79.29214988,Wheat,1
25.99117498,79.29067567,Wheat,1
25.98812481,79.28700641,Settlements,7
25.9870498,79.28595867,Settlements,7
25.99498962,79.2888464,Wheat,1
25.99603442,79.2891914,Wheat,1
25.99718438,79.28974696,Wheat,1
25.99590966,79.29102704,Wheat,1
25.99978441,79.2919001,Field Pea,3
26.00228314,79.29096937,Wheat,1
26.0039661,79.2925901,Mustard,2
26.00473179,79.29292068,Wheat,1
26.0062981,79.29208986,Field Pea,3
26.00980279,79.2919011,Wheat,1
26.0096672,79.29360297,Mustard,2
26.01130064,79.29236043,Wheat,1
26.01232149,79.29270376,Field Pea,3
26.01668472,79.29489847,Field Pea,3
26.01775222,79.29550532,Wheat,1
26.02015476,79.29426178,Mustard,2
26.02107671,79.29453269,Field Pea,3
26.02199082,79.29475799,Wheat,1
26.02465929,79.29520525,Wheat,1
26.02569148,79.29672673,Wheat,1
26.03251945,79.29820061,Settlements,7
26.03619688,79.29909512,Wheat,1
26.03965881,79.29862037,Field Pea,3
26.04083184,79.30009894,Field Pea,3
26.04245039,79.29887317,Field Pea,3
26.04337789,79.29877862,Wheat,1
26.0422335,79.30073664,Field Pea,3
26.04426351,79.29963559,Field Pea,3
26.04456685,79.29822274,Wheat,1
26.04398095,79.30215586,Field Pea,3
26.04787461,79.30071685,Field Pea,3
26.04858789,79.30165697,Field Pea,3
26.05011386,79.30245426,Field Pea,3
26.05055725,79.30414371,Field Pea,3
26.05149975,79.30291191,Wheat,1
26.05306333,79.30394858,Wheat,1
26.05236001,79.30524677,Wheat,1
26.05339285,79.30586603,Field Pea,3
26.05541243,79.30648092,Field Pea,3
26.05636874,79.30728659,Field Pea,3
26.05792834,79.30642694,Field Pea,3
26.05885963,79.30829477,Field Pea,3
26.05881114,79.3068628,Field Pea,3
26.06029902,79.30714276,Wheat,1
26.06158148,79.3081506,Field Pea,3
26.06241877,79.3108204,Field Pea,3
26.06688555,79.31017902,Field Pea,3
26.06838297,79.3111074,Field Pea,3
26.06803723,79.3129142,Field Pea,3
26.07030802,79.3138513,Wheat,1
26.07280374,79.31301847,Field Pea,3
26.07212613,79.31439612,Mustard,2
26.07283144,79.31505393,Field Pea,3
26.0740719,79.31345936,Field Pea,3
26.07467993,79.31501102,Field Pea,3
26.07732492,79.31432236,Field Pea,3
26.07758391,79.31580193,Field Pea,3
26.07962354,79.31416512,Field Pea,3
26.07886979,79.31630921,Field Pea,3
26.08135539,79.3169288,Settlements,7
26.08287551,79.31559473,Field Pea,3
26.0828466,79.31694388,Wheat,1
26.08348831,79.31600746,Mustard,2
26.0853827,79.31743808,Wheat,1
26.08512945,79.31605306,Wheat,1
26.08901029,79.31629915,Mustard,2
26.09012351,79.31637492,Field Pea,3
26.09070255,79.31783438,Field Pea,3
26.09188711,79.31670986,Field Pea,3
26.0941984,79.31841038,Field Pea,3
26.09811206,79.31938436,Field Pea,3
26.10157306,79.31999624,Wheat,1
26.10459981,79.3215593,Field Pea,3
26.10476721,79.32273645,Gram,4
26.10528897,79.32310861,Field Pea,3
26.10621808,79.3228263,Field Pea,3
26.10753646,79.3231599,Field Pea,3
26.10844026,79.32356693,Field Pea,3
26.10888193,79.32521179,Field Pea,3
26.11313197,79.32505354,Wheat,1
26.11530586,79.32312772,Wheat,1
26.11685203,79.32338186,Mustard,2
26.12030796,79.32677686,Wheat,1
26.12497,79.329101,Field Pea,3
26.12525627,79.33086991,Field Pea,3
26.12614488,79.33108415,Wheat,1
26.14375202,79.33279809,Settlements,7
26.14514161,79.33687638,Settlements,7
26.14829905,79.33164038,Settlements,7
26.14708376,79.33067009,Settlements,7
26.14558524,79.32372719,Mustard,2
26.14488337,79.32445306,Mustard,2
26.15526493,79.32840563,Mustard,2
26.15498896,79.32900142,Mustard,2
26.16522577,79.33359504,Wheat,1
26.16449544,79.33487747,Field Pea,3
26.16574245,79.33558825,Wheat,1
26.16741103,79.33422871,Field Pea,3
26.16903143,79.3349462,Field Pea,3
26.172781,79.33676004,Field Pea,3
26.17419222,79.33649249,Field Pea,3
26.17713344,79.34016176,Wheat,1
26.17982034,79.33958743,Field Pea,3
26.18317993,79.34158199,Field Pea,3
26.1839285,79.34181299,Wheat,1
26.18459824,79.34208054,Wheat,1
26.18413099,79.34342667,Wheat,1
26.18565759,79.34385549,Field Pea,3
26.186809,79.3444315,Wheat,1
26.18770347,79.34279636,Field Pea,3
26.1903826,79.34409924,Wheat,1
26.1939949,79.34607301,Wheat,1
26.19368955,79.3472163,Field Pea,3
26.19467992,79.34801191,Field Pea,3
26.19725692,79.34734505,Field Pea,3
26.19834895,79.34967622,Field Pea,3
26.20428996,79.34945695,Wheat,1
26.20583826,79.35096871,Wheat,1
26.20791897,79.3517375,Field Pea,3
26.21025563,79.3521281,Field Pea,3
26.21054711,79.35274903,Field Pea,3
26.21136349,79.35465071,Wheat,1
26.21290297,79.35514793,Field Pea,3
26.21147117,79.35227126,Field Pea,3
26.215192,79.35637303,Field Pea,3
26.21607723,79.35638912,Field Pea,3
26.21716036,79.35647931,Field Pea,3
26.21946856,79.35579836,Wheat,1
26.21957924,79.35741272,Wheat,1
26.22268895,79.35864519,Wheat,1
26.2259231,79.35859457,Wheat,1
26.22665124,79.36038528,Wheat,1
26.22862451,79.36140317,Mustard,2
26.23087264,79.35985353,Mustard,2
26.23054241,79.36059315,Mustard,2
26.2311388,79.36231747,Field Pea,3
26.23227653,79.36085198,Field Pea,3
26.23308884,79.36325155,Field Pea,3
26.23375348,79.36356403,Mustard,2
26.2346121,79.36386343,Mustard,2
26.23784861,79.36315365,Mustard,2
26.23977508,79.36612353,Mustard,2
26.24262984,79.36564375,Field Pea,3
26.2437843,79.36634917,Wheat,1
26.24512308,79.3680108,Mustard,2
26.24545386,79.36698753,Field Pea,3
26.24620113,79.36863575,Mustard,2
26.2481001,79.36942231,Field Pea,3
26.24923495,79.36850969,Wheat,1
26.25157649,79.36916079,Field Pea,3
26.25267343,79.36883423,Wheat,1
26.25381305,79.37037818,Wheat,1
26.25861527,79.36969522,Settlements,7
26.25939433,79.36830617,Settlements,7
26.25966373,79.36755247,Settlements,7
26.2583627,79.37382013,Barren Land,8
26.26264519,79.37410846,Wheat,1
26.26446331,79.3746781,Wheat,1
26.2678878,79.37545896,Settlements,7
26.26789111,79.37850896,Mustard,2
26.27006632,79.37685303,Mustard,2
26.27134527,79.37764764,Mustard,2
26.27223397,79.3783192,Mustard,2
26.27264645,79.3797183,Wheat,1
26.27474611,79.38073553,Wheat,1
26.27483209,79.37914196,Wheat,1
26.27556264,79.38116502,Field Pea,3
26.27637374,79.37970355,Field Pea,3
26.27800346,79.3800519,Mustard,2
26.27868107,79.38248534,Wheat,1
26.28049533,79.38121665,Wheat,1
26.28126131,79.38195191,Field Pea,3
26.2821292,79.38380565,Wheat,1
26.28415143,79.38292723,Mustard,2
26.28435314,79.38462976,Wheat,1
26.28506679,79.38346568,Wheat,1
26.28647453,79.38605469,Wheat,1
26.2870069,79.38437629,Mustard,2
26.28801963,79.38476086,Wheat,1
26.28798987,79.38657369,Wheat,1
26.28965339,79.38741691,Field Pea,3
26.29205243,79.3863276,Mustard,2
26.2927979,79.38673127,Wheat,1
26.29225473,79.3880251,Wheat,1
26.29293707,79.38934308,Wheat,1
26.29680949,79.3885535,Mustard,2
26.29931719,79.38972663,Wheat,1
26.2998994,79.38996032,Wheat,1
26.29905449,79.39217415,Wheat,1
26.30009988,79.3927753,Field Pea,3
26.30113834,79.39325441,Field Pea,3
26.30157266,79.39034253,Field Pea,3
26.30487314,79.39199243,Wheat,1
26.30406343,79.39361013,Field Pea,3
26.30546373,79.39246114,Mustard,2
26.30582801,79.39193811,Mustard,2
26.30600203,79.39434741,Wheat,1
26.30877071,79.39380191,Wheat,1
26.30879685,79.39584341,Wheat,1
26.30983344,79.3940879,Wheat,1
26.31066594,79.39693674,Mustard,2
26.31488128,79.39617768,Settlements,7
26.31626402,79.39687405,Settlements,7
26.31637011,79.39863157,Water,11
26.31824088,79.39776722,Wheat,1
26.32159647,79.39908989,Wheat,1
26.32442789,79.40089568,Wheat,1
26.32464395,79.3995928,Wheat,1
26.32541865,79.40118603,Wheat,1
26.32619035,79.40151326,Wheat,1
26.32699629,79.40349508,Field Pea,3
26.32916318,79.4043963,Field Pea,3
26.32993184,79.40495621,Wheat,1
26.33083602,79.40350045,Wheat,1
26.33267291,79.40441508,Field Pea,3
26.33388145,79.40527171,Field Pea,3
26.33476186,79.40519024,Field Pea,3
26.33526126,79.40540481,Wheat,1
26.33831078,79.40679889,Wheat,1
26.33818699,79.408255,Field Pea,3
26.33893847,79.40858658,Mustard,2
26.34232951,79.40890107,Wheat,1
26.34261315,79.4080944,Wheat,1
26.34502912,79.40972149,Wheat,1
26.34581781,79.41007454,Wheat,1
26.34732066,79.41080209,Mustard,2
26.35275233,79.41294853,Wheat,1
26.35187055,79.41442408,Mustard,2
26.35704154,79.4150269,Wheat,1
26.36247906,79.41561062,Settlements,7
26.36346229,79.40604284,Mustard,2
26.36392882,79.40562341,Wheat,1
26.36307086,79.40439831,Mustard,2
26.3644356,79.40174963,Mustard,2
26.36353469,79.39970646,Wheat,1
26.36379634,79.39805087,Wheat,1
26.36321145,79.39797442,Wheat,1
26.36414,79.39637952,Wheat,1
26.36564201,79.39716306,Wheat,1
26.36567626,79.39259391,Wheat,1
26.36737741,79.38895013,Settlements,7
26.36550923,79.38815352,Wheat,1
26.36561558,79.38740686,Wheat,1
26.36796258,79.38620221,Wheat,1
26.36525299,79.38514676,Wheat,1
26.36445302,79.38422475,Wheat,1
26.36681116,79.38363064,Wheat,1
26.36569308,79.38308448,Wheat,1
26.36592589,79.38188452,Mustard,2
26.36663032,79.38042205,Wheat,1
26.36479488,79.3805984,Wheat,1
26.36591538,79.37918354,Wheat,1
26.36463176,79.37791184,Wheat,1
26.36606858,79.37618818,Wheat,1
26.36522205,79.37559005,Gram,4
26.36535573,79.37488765,Field Pea,3
26.3675222,79.36704956,Settlements,7
26.36687485,79.36780863,Settlements,7
26.36375158,79.3691732,Wheat,1
26.36275183,79.36714344,Wheat,1
26.36472368,79.36279222,Wheat,1
26.36582045,79.36257664,Wheat,1
26.36492586,79.36045602,Wheat,1
26.366162,79.36049961,Mustard,2
26.366308,79.35963258,Wheat,1
26.36514064,79.35872499,Wheat,1
26.36649514,79.35829584,Wheat,1
26.3674477,79.35865659,Wheat,1
26.36457078,79.35634084,Wheat,1
26.36490182,79.3549129,Wheat,1
26.36353138,79.35482271,Field Pea,3
26.36476424,79.35107164,Settlements,7
26.36331299,79.34802365,Wheat,1
26.36442929,79.34748285,Field Pea,3
26.36454675,79.34595834,Wheat,1
26.3644374,79.34365097,Wheat,1
26.36334032,79.34324395,Wheat,1
26.36506734,79.34147302,Mustard,2
26.36302009,79.33868084,Wheat,1
26.36213449,79.33882032,Wheat,1
26.36133149,79.33884278,Wheat,1
26.36183107,79.334049,Wheat,1
26.3628831,79.33032107,Settlements,7
26.36191489,79.33118138,Settlements,7
26.36044347,79.33126051,Wheat,1
26.36336105,79.32730358,Wheat,1
26.36367798,79.32656664,Wheat,1
26.36424394,79.32579484,Wheat,1
26.36333191,79.32377446,Wheat,1
26.36320694,79.32285111,Wheat,1
26.36409524,79.32201963,Wheat,1
26.36309639,79.32134774,Wheat,1
26.36306455,79.31959324,Field Pea,3
26.36378883,79.31927774,Mustard,2
26.36299696,79.31757621,Wheat,1
26.36404057,79.3179192,Wheat,1
26.363845,79.31543514,Settlements,7
26.36338568,79.31440551,Water,11
26.36532659,79.31274623,Wheat,1
26.36485526,79.31189831,Mustard,2
26.36551885,79.3112633,Wheat,1
26.36531157,79.30994634,Wheat,1
26.36512022,79.30896766,Wheat,1
26.36349503,79.30840541,Wheat,1
26.36315768,79.30654261,Wheat,1
26.36472519,79.30406224,Settlements,7
26.36232705,79.30317912,Wheat,1
26.36185,79.30187088,Wheat,1
26.36305464,79.30057637,Wheat,1
26.36263737,79.2987451,Wheat,1
26.36159345,79.29876823,Wheat,1
26.36174155,79.29367539,Field Pea,3
26.36121403,79.29286435,Wheat,1
26.35933163,79.29364488,Wheat,1
26.3598826,79.29060191,Wheat,1
26.35895762,79.28879678,Field Pea,3
26.35760783,79.28520698,Settlements,7
26.35543066,79.28168893,Field Pea,3
26.35409345,79.28183813,Wheat,1
26.35544148,79.27969135,Wheat,1
26.3531498,79.27857555,Wheat,1
26.35352894,79.2761847,Wheat,1
26.35196789,79.27606937,Wheat,1
26.35259189,79.27428469,Wheat,1
26.35085207,79.27193809,Wheat,1
26.34997689,79.27363627,Wheat,1
26.34956078,79.2697883,Wheat,1
26.34855189,79.26851023,Wheat,1
26.3482217,79.26597454,Wheat,1
26.34616874,79.26145703,Wheat,1
26.34621861,79.26330641,Wheat,1
26.34342739,79.26189926,Mustard,2
26.34224599,79.26152475,Wheat,1
26.34224268,79.25905176,Wheat,1
26.33817557,79.25176252,Settlements,7
26.34208945,79.25135951,Settlements,7
26.34207352,79.25540999,Settlements,7
26.33255271,79.25642621,Wheat,1
26.33189194,79.2564651,Wheat,1
26.33060374,79.25539456,Wheat,1
26.32756333,79.25828163,Field Pea,3
26.32518636,79.25759666,Field Pea,3
26.32280003,79.25964586,Wheat,1
26.32259508,79.26127933,Wheat,1
26.32117335,79.26036537,Field Pea,3
26.315403,79.26171787,Wheat,1
26.31453747,79.26295638,Mustard,2
26.31456061,79.26169205,Field Pea,3
26.31071794,79.26660184,Wheat,1
26.30905472,79.26536601,Wheat,1
26.30710175,79.26818736,Field Pea,3
26.30665633,79.26686972,Field Pea,3
26.30023934,79.27593358,Field Pea,3
26.28853456,79.27418109,Wheat,1
26.28889949,79.27523151,Wheat,1
26.28679708,79.27598186,Wheat,1
26.28498442,79.2742753,Wheat,1
26.28293184,79.27600734,Wheat,1
26.28290148,79.27744299,Wheat,1
26.28161454,79.27679423,Mustard,2
26.28117022,79.27673589,Wheat,1
26.28062219,79.27686632,Wheat,1
26.27524697,79.27966386,Field Pea,3
26.2738902,79.28156152,Mustard,2
26.27276821,79.28249225,Field Pea,3
26.27457114,79.28373378,Mustard,2
26.27081192,79.28361174,Mustard,2
26.26867942,79.28525023,Wheat,1
26.26933093,79.28672645,Field Pea,3
26.26462747,79.28505208,Settlements,7
26.26568219,79.28743389,Wheat,1
26.26113823,79.29067433,Wheat,1
26.26200356,79.29179717,Wheat,1
26.25934231,79.29193765,Field Pea,3
26.25846944,79.29384202,Field Pea,3
26.25563341,79.29386146,Field Pea,3
26.2564633,79.29529645,Field Pea,3
26.25389694,79.29615878,Field Pea,3
26.24993528,79.2989191,Wheat,1
26.2506747,79.30086773,Barren Land,8
26.24959519,79.30129286,Field Pea,3
26.24504219,79.30258971,Wheat,1
26.24368476,79.30300679,Field Pea,3
26.24292665,79.30346645,Field Pea,3
26.24209577,79.30513579,Field Pea,3
26.23898748,79.30671629,Wheat,1
26.23678131,79.30630557,Field Pea,3
26.2287373,79.31241665,Field Pea,3
26.22640973,79.31335073,Field Pea,3
